CustID,Gender,AgeGroup,Purchase_Last_Quarter,Unique_Products_Purchased,Response_to_Campaign
108099,Male,30-50,Yes,15,No
108100,Male,>50,Yes,9,Yes
108101,Female,>50,No,2,No
108102,Female,>50,Yes,9,No
108103,Female,30-50,No,1,No
108104,Male,30-50,Yes,6,Yes
108105,Female,30-50,Yes,6,Yes
108106,Female,<30,No,2,No
108107,Male,30-50,No,7,No
108108,Female,30-50,Yes,6,No
108109,Female,30-50,Yes,7,Yes
108110,Male,30-50,Yes,5,Yes
108111,Female,30-50,Yes,15,Yes
108112,Female,>50,No,4,No
108113,Male,30-50,Yes,11,No
108114,Female,<30,No,2,No
108115,Male,<30,Yes,15,Yes
108116,Male,30-50,Yes,12,No
108117,Female,<30,Yes,11,No
108118,Female,30-50,No,3,No
108119,Male,30-50,No,2,No
108120,Male,30-50,Yes,12,Yes
108121,Male,<30,Yes,12,Yes
108122,Male,>50,Yes,7,No
108123,Female,>50,No,5,No
108124,Male,>50,Yes,8,Yes
108125,Female,30-50,Yes,10,Yes
108126,Male,30-50,Yes,6,Yes
108127,Female,<30,Yes,13,Yes
108128,Male,30-50,Yes,7,Yes
108129,Female,30-50,No,6,Yes
108130,Female,30-50,Yes,7,No
108131,Male,>50,No,4,No
108132,Female,<30,No,4,Yes
108133,Male,30-50,Yes,12,No
108134,Female,<30,Yes,5,No
108135,Male,30-50,Yes,5,Yes
108136,Female,>50,Yes,12,No
108137,Female,<30,Yes,9,Yes
108138,Male,>50,No,2,No
108139,Male,<30,Yes,15,No
108140,Female,30-50,Yes,13,Yes
108141,Female,30-50,Yes,5,Yes
108142,Female,<30,Yes,9,No
108143,Male,30-50,Yes,9,Yes
108144,Male,30-50,No,6,No
108145,Male,30-50,Yes,6,Yes
108146,Female,>50,Yes,13,No
108147,Male,30-50,Yes,5,Yes
108148,Female,30-50,No,1,No
108149,Male,>50,Yes,11,Yes
108150,Female,<30,Yes,9,Yes
108151,Female,<30,No,2,No
108152,Male,<30,Yes,15,No
108153,Male,<30,Yes,12,Yes
108154,Female,30-50,No,4,Yes
108155,Female,30-50,No,4,Yes
108156,Female,>50,No,3,No
108157,Female,<30,Yes,14,Yes
108158,Female,<30,Yes,8,Yes
108159,Male,<30,Yes,7,Yes
108160,Female,<30,Yes,13,Yes
108161,Male,30-50,Yes,12,No
108162,Female,<30,Yes,9,No
108163,Female,<30,Yes,7,No
108164,Female,30-50,Yes,10,Yes
108165,Female,30-50,Yes,12,No
108166,Male,<30,Yes,5,No
108167,Female,30-50,No,5,No
108168,Male,30-50,No,4,No
108169,Male,>50,Yes,12,Yes
108170,Male,<30,Yes,15,No
108171,Female,<30,No,7,No
108172,Male,>50,No,6,No
108173,Female,<30,Yes,11,Yes
108174,Female,30-50,Yes,6,Yes
108175,Female,30-50,No,1,No
108176,Female,30-50,Yes,5,Yes
108177,Male,<30,No,7,No
108178,Male,>50,No,1,No
108179,Male,30-50,No,5,Yes
108180,Female,<30,Yes,7,No
108181,Female,30-50,Yes,10,No
108182,Female,30-50,Yes,11,No
108183,Female,30-50,No,6,No
108184,Female,<30,Yes,13,No
108185,Female,>50,Yes,11,Yes
108186,Male,<30,No,1,No
108187,Female,30-50,No,6,No
108188,Male,30-50,No,6,No
108189,Male,<30,Yes,6,No
108190,Female,30-50,Yes,9,Yes
108191,Female,30-50,No,5,No
108192,Male,30-50,Yes,13,No
108193,Female,<30,Yes,13,Yes
108194,Female,<30,Yes,12,Yes
108195,Female,<30,Yes,6,No
108196,Female,30-50,Yes,6,Yes
108197,Female,30-50,Yes,14,No
108198,Male,30-50,Yes,11,Yes
108199,Female,30-50,No,1,No
108200,Female,30-50,Yes,5,Yes
108201,Female,30-50,Yes,6,No
108202,Female,<30,Yes,13,No
108203,Female,30-50,Yes,5,Yes
108204,Male,30-50,Yes,9,Yes
108205,Female,<30,Yes,14,No
108206,Male,30-50,Yes,12,No
108207,Female,>50,Yes,7,Yes
108208,Female,<30,No,7,No
108209,Female,30-50,Yes,15,Yes
108210,Male,>50,Yes,13,No
108211,Male,<30,Yes,7,Yes
108212,Female,<30,Yes,6,Yes
108213,Male,30-50,No,2,No
108214,Male,>50,Yes,5,Yes
108215,Male,30-50,Yes,10,No
108216,Female,30-50,Yes,13,Yes
108217,Female,<30,No,6,No
108218,Female,30-50,Yes,7,No
108219,Female,>50,Yes,14,Yes
108220,Female,>50,No,3,Yes
108221,Female,30-50,Yes,10,Yes
108222,Female,30-50,Yes,7,No
108223,Female,<30,No,3,No
108224,Female,30-50,No,5,No
108225,Female,30-50,Yes,12,No
108226,Female,30-50,No,3,No
108227,Male,30-50,Yes,5,No
108228,Male,>50,Yes,9,No
108229,Female,>50,Yes,9,No
108230,Female,>50,Yes,14,No
108231,Female,30-50,Yes,7,Yes
108232,Female,30-50,No,1,Yes
108233,Male,<30,No,4,No
108234,Male,>50,No,7,No
108235,Female,30-50,Yes,10,Yes
108236,Female,30-50,No,1,No
108237,Male,30-50,No,3,No
108238,Male,>50,Yes,15,No
108239,Female,30-50,No,4,No
108240,Female,>50,Yes,5,Yes
108241,Male,30-50,No,2,Yes
108242,Female,30-50,No,7,No
108243,Female,30-50,Yes,14,No
108244,Female,<30,No,2,No
108245,Female,<30,Yes,15,No
108246,Female,>50,Yes,7,No
108247,Male,30-50,No,5,Yes
108248,Female,30-50,No,2,No
108249,Female,<30,Yes,11,No
108250,Female,>50,Yes,6,Yes
108251,Male,30-50,No,5,No
108252,Male,30-50,Yes,8,Yes
108253,Female,30-50,Yes,10,No
108254,Female,<30,No,2,No
108255,Female,>50,Yes,5,Yes
108256,Female,>50,Yes,14,Yes
108257,Female,30-50,Yes,11,Yes
108258,Male,>50,Yes,9,No
108259,Female,>50,Yes,8,Yes
108260,Male,>50,Yes,10,No
108261,Female,<30,No,7,No
108262,Female,30-50,Yes,14,Yes
108263,Male,30-50,Yes,9,Yes
108264,Female,<30,Yes,5,No
108265,Female,30-50,Yes,7,Yes
108266,Female,30-50,No,3,No
108267,Female,30-50,Yes,15,Yes
108268,Female,30-50,Yes,6,No
108269,Female,<30,No,6,Yes
108270,Female,<30,Yes,10,Yes
108271,Female,<30,Yes,13,Yes
108272,Female,>50,Yes,11,Yes
108273,Female,30-50,No,1,Yes
108274,Male,30-50,Yes,10,No
108275,Female,>50,Yes,6,Yes
108276,Male,30-50,Yes,15,Yes
108277,Male,<30,Yes,8,No
108278,Male,30-50,Yes,10,Yes
108279,Female,30-50,Yes,13,Yes
108280,Female,30-50,No,5,No
108281,Female,<30,No,6,No
108282,Female,<30,Yes,6,Yes
108283,Female,<30,Yes,8,No
108284,Male,30-50,Yes,5,Yes
108285,Female,30-50,No,7,Yes
108286,Male,30-50,Yes,12,Yes
108287,Female,>50,Yes,13,Yes
108288,Male,<30,No,3,No
108289,Male,30-50,Yes,13,Yes
108290,Female,>50,Yes,8,Yes
108291,Female,30-50,Yes,5,Yes
108292,Female,<30,No,4,No
108293,Female,30-50,Yes,9,Yes
108294,Female,30-50,Yes,11,Yes
108295,Female,30-50,Yes,5,No
108296,Female,<30,Yes,12,No
108297,Male,30-50,Yes,5,Yes
108298,Female,<30,No,2,No
108299,Female,<30,No,4,Yes
108300,Female,30-50,Yes,5,Yes
108301,Male,30-50,Yes,15,Yes
108302,Male,<30,Yes,9,No
108303,Female,>50,No,4,No
108304,Male,>50,No,7,No
108305,Male,30-50,Yes,5,No
108306,Male,<30,No,7,No
108307,Female,>50,Yes,7,No
108308,Male,30-50,Yes,14,No
108309,Female,<30,No,7,No
108310,Female,30-50,Yes,13,Yes
108311,Female,<30,Yes,10,No
108312,Male,30-50,Yes,15,Yes
108313,Female,30-50,No,2,No
108314,Female,<30,Yes,11,Yes
108315,Male,30-50,No,1,Yes
108316,Male,<30,No,3,No
108317,Female,>50,Yes,6,No
108318,Male,>50,Yes,5,No
108319,Male,30-50,Yes,5,No
108320,Male,>50,Yes,6,Yes
108321,Male,30-50,Yes,14,No
108322,Male,30-50,Yes,6,Yes
108323,Female,30-50,Yes,6,Yes
108324,Female,>50,Yes,10,Yes
108325,Male,30-50,Yes,15,No
108326,Male,>50,Yes,12,Yes
108327,Male,>50,Yes,15,Yes
108328,Male,30-50,Yes,8,Yes
108329,Male,30-50,No,4,No
108330,Female,30-50,No,1,Yes
108331,Male,30-50,Yes,14,No
108332,Female,30-50,Yes,13,No
108333,Female,30-50,Yes,13,Yes
108334,Female,30-50,Yes,13,Yes
108335,Female,<30,Yes,15,No
108336,Male,30-50,Yes,14,Yes
108337,Male,>50,Yes,11,No
108338,Female,30-50,Yes,5,Yes
108339,Male,30-50,Yes,8,Yes
108340,Female,30-50,No,5,No
108341,Male,30-50,No,3,Yes
108342,Female,30-50,No,1,No
108343,Female,30-50,Yes,9,Yes
108344,Female,30-50,Yes,11,No
108345,Female,<30,No,3,No
108346,Male,<30,Yes,11,Yes
108347,Male,30-50,No,3,Yes
108348,Male,30-50,Yes,6,Yes
108349,Male,>50,Yes,8,No
108350,Male,30-50,Yes,10,Yes
108351,Male,<30,Yes,11,No
108352,Female,30-50,Yes,9,Yes
108353,Female,30-50,Yes,9,Yes
108354,Female,30-50,Yes,8,Yes
108355,Female,30-50,Yes,6,No
108356,Male,30-50,Yes,8,No
108357,Female,<30,Yes,15,Yes
108358,Male,30-50,Yes,14,No
108359,Female,30-50,Yes,5,Yes
108360,Male,30-50,No,5,Yes
108361,Female,>50,No,6,No
108362,Female,30-50,Yes,15,No
108363,Male,<30,Yes,10,No
108364,Male,>50,Yes,8,No
108365,Male,30-50,No,6,No
108366,Female,>50,Yes,12,No
108367,Female,>50,Yes,14,Yes
108368,Male,>50,No,4,No
108369,Female,30-50,No,4,No
108370,Male,>50,Yes,9,No
108371,Male,<30,Yes,15,Yes
108372,Male,30-50,Yes,14,Yes
108373,Female,30-50,Yes,14,Yes
108374,Male,30-50,Yes,6,Yes
108375,Female,30-50,Yes,6,Yes
108376,Female,30-50,No,5,Yes
108377,Male,30-50,No,7,No
108378,Female,<30,Yes,5,Yes
108379,Male,30-50,No,1,No
108380,Female,>50,No,4,No
108381,Male,>50,Yes,12,Yes
108382,Male,>50,Yes,7,No
108383,Male,30-50,Yes,8,No
108384,Female,>50,Yes,13,No
108385,Female,>50,Yes,8,Yes
108386,Female,>50,No,7,No
108387,Female,30-50,Yes,14,No
108388,Female,>50,Yes,5,No
108389,Male,30-50,Yes,11,No
108390,Male,30-50,Yes,5,No
108391,Male,<30,Yes,10,No
108392,Female,30-50,Yes,10,No
108393,Male,>50,No,4,No
108394,Male,>50,No,5,No
108395,Male,30-50,Yes,9,Yes
108396,Male,<30,Yes,7,No
108397,Female,<30,Yes,13,No
108398,Male,>50,Yes,8,No
108399,Female,30-50,No,4,Yes
108400,Female,30-50,Yes,8,No
108401,Male,30-50,Yes,7,Yes
108402,Male,>50,Yes,6,No
108403,Male,>50,No,6,No
108404,Female,30-50,Yes,7,Yes
108405,Female,30-50,Yes,13,No
108406,Male,>50,Yes,12,No
108407,Male,>50,Yes,15,No
108408,Female,>50,Yes,5,No
108409,Male,30-50,Yes,8,No
108410,Male,>50,Yes,15,No
108411,Female,>50,Yes,10,No
108412,Male,>50,Yes,10,No
108413,Male,30-50,No,4,No
108414,Female,>50,Yes,11,Yes
108415,Female,>50,Yes,10,Yes
108416,Female,30-50,No,4,No
108417,Male,>50,No,5,No
108418,Female,<30,Yes,15,Yes
108419,Male,<30,No,6,No
108420,Female,30-50,Yes,7,No
108421,Male,30-50,Yes,12,Yes
108422,Female,<30,No,3,No
108423,Female,30-50,Yes,10,Yes
108424,Male,<30,Yes,14,No
108425,Female,>50,Yes,15,Yes
108426,Female,<30,Yes,15,No
108427,Male,30-50,No,3,No
108428,Female,>50,No,6,Yes
108429,Female,30-50,Yes,15,No
108430,Female,30-50,Yes,6,No
108431,Female,<30,No,1,Yes
108432,Female,>50,Yes,10,Yes
108433,Female,<30,No,7,No
108434,Female,30-50,No,4,No
108435,Male,>50,No,4,No
108436,Male,30-50,No,2,No
108437,Male,<30,Yes,14,No
108438,Female,>50,Yes,12,No
108439,Male,30-50,Yes,6,No
108440,Female,<30,No,4,No
108441,Male,30-50,Yes,5,No
108442,Male,<30,Yes,14,Yes
108443,Male,30-50,Yes,5,Yes
108444,Female,>50,Yes,12,Yes
108445,Female,30-50,No,7,Yes
108446,Female,<30,No,7,Yes
108447,Female,30-50,No,1,Yes
108448,Female,30-50,Yes,5,Yes
108449,Female,30-50,No,2,No
108450,Female,<30,No,5,Yes
108451,Female,30-50,Yes,12,No
108452,Female,30-50,Yes,15,No
108453,Male,<30,Yes,10,No
108454,Male,>50,No,4,No
108455,Male,30-50,Yes,10,No
108456,Female,30-50,No,6,Yes
108457,Male,30-50,No,5,No
108458,Male,>50,No,5,No
108459,Female,>50,Yes,13,No
108460,Female,30-50,Yes,8,Yes
108461,Female,30-50,Yes,13,No
108462,Female,>50,No,7,No
108463,Female,30-50,No,4,No
108464,Female,30-50,Yes,6,Yes
108465,Female,30-50,Yes,12,No
108466,Female,30-50,Yes,11,No
108467,Male,30-50,No,7,No
108468,Male,30-50,Yes,7,No
108469,Male,30-50,No,2,No
108470,Female,30-50,No,6,No
108471,Female,30-50,Yes,12,No
108472,Female,30-50,No,3,No
108473,Female,>50,No,7,Yes
108474,Male,30-50,Yes,11,Yes
108475,Female,30-50,No,1,No
108476,Female,30-50,Yes,15,No
108477,Female,30-50,Yes,9,No
108478,Female,30-50,No,1,No
108479,Female,30-50,No,7,Yes
108480,Female,<30,No,2,No
108481,Female,30-50,Yes,11,No
108482,Male,>50,Yes,13,Yes
108483,Female,<30,No,6,Yes
108484,Female,30-50,Yes,10,No
108485,Female,30-50,No,4,Yes
108486,Female,30-50,No,5,No
108487,Female,<30,Yes,15,No
108488,Female,30-50,No,6,No
108489,Male,<30,No,1,No
108490,Male,<30,No,1,No
108491,Female,<30,Yes,13,No
108492,Female,30-50,No,3,No
108493,Female,>50,No,2,No
108494,Female,<30,Yes,13,Yes
108495,Female,>50,Yes,11,No
108496,Female,<30,Yes,7,Yes
108497,Female,30-50,No,7,Yes
108498,Male,<30,Yes,8,No
108499,Female,30-50,Yes,12,Yes
108500,Female,>50,No,3,No
108501,Male,30-50,Yes,5,Yes
108502,Male,>50,No,2,No
108503,Male,30-50,Yes,6,Yes
108504,Female,>50,Yes,11,No
108505,Male,30-50,Yes,5,No
108506,Male,<30,Yes,15,Yes
108507,Male,30-50,Yes,14,No
108508,Female,>50,No,1,Yes
108509,Female,<30,Yes,11,Yes
108510,Male,<30,Yes,11,Yes
108511,Female,>50,Yes,14,No
108512,Male,>50,Yes,14,No
108513,Female,>50,No,2,No
108514,Male,<30,No,6,No
108515,Male,30-50,Yes,12,Yes
108516,Male,>50,Yes,15,No
108517,Male,30-50,No,2,No
108518,Female,30-50,Yes,15,Yes
108519,Female,30-50,No,4,No
108520,Male,30-50,No,5,No
108521,Male,>50,Yes,14,No
108522,Female,30-50,Yes,6,No
108523,Female,30-50,No,5,Yes
108524,Female,30-50,Yes,10,Yes
108525,Male,30-50,No,4,No
108526,Female,<30,Yes,6,No
108527,Male,30-50,Yes,5,Yes
108528,Male,<30,No,2,No
108529,Male,<30,Yes,15,Yes
108530,Male,<30,No,7,No
108531,Female,>50,Yes,10,Yes
108532,Male,>50,Yes,8,No
108533,Male,<30,Yes,11,No
108534,Male,>50,Yes,5,No
108535,Male,<30,No,2,No
108536,Female,30-50,No,4,No
108537,Male,<30,Yes,8,No
108538,Female,30-50,Yes,14,Yes
108539,Female,30-50,No,2,Yes
108540,Male,<30,No,3,No
108541,Female,30-50,Yes,13,Yes
108542,Male,30-50,No,1,Yes
108543,Female,30-50,Yes,10,No
108544,Female,30-50,No,4,No
108545,Female,30-50,Yes,6,Yes
108546,Female,>50,Yes,14,Yes
108547,Female,<30,No,4,No
108548,Male,30-50,Yes,15,Yes
108549,Male,30-50,No,5,No
108550,Female,30-50,Yes,13,Yes
108551,Male,30-50,Yes,7,No
108552,Male,30-50,Yes,13,Yes
108553,Female,30-50,Yes,14,Yes
108554,Male,30-50,Yes,11,Yes
108555,Female,<30,Yes,12,No
108556,Male,>50,No,1,No
108557,Male,<30,Yes,11,Yes
108558,Male,30-50,Yes,10,Yes
108559,Female,30-50,Yes,7,Yes
108560,Female,<30,Yes,5,No
108561,Female,30-50,Yes,7,No
108562,Female,30-50,No,1,No
108563,Male,<30,No,6,No
108564,Female,30-50,Yes,14,Yes
108565,Male,<30,Yes,9,No
108566,Female,30-50,Yes,13,No
108567,Male,30-50,No,5,Yes
108568,Female,>50,Yes,10,Yes
108569,Male,30-50,No,7,Yes
108570,Female,<30,No,2,No
108571,Female,30-50,No,2,No
108572,Female,30-50,Yes,8,Yes
108573,Female,30-50,Yes,5,No
108574,Female,30-50,Yes,11,Yes
108575,Female,<30,Yes,11,Yes
108576,Male,>50,Yes,7,No
108577,Female,>50,Yes,10,No
108578,Male,30-50,No,3,No
108579,Male,30-50,No,3,No
108580,Female,30-50,No,6,Yes
108581,Male,<30,No,6,No
108582,Male,<30,No,4,No
108583,Male,<30,Yes,9,Yes
108584,Female,<30,Yes,11,No
108585,Female,<30,No,3,No
108586,Female,30-50,No,3,Yes
108587,Male,30-50,No,7,No
108588,Female,>50,Yes,7,Yes
108589,Male,<30,Yes,9,No
108590,Female,>50,No,4,No
108591,Male,30-50,Yes,7,Yes
108592,Female,30-50,Yes,14,Yes
108593,Male,>50,Yes,12,No
108594,Male,30-50,No,4,Yes
108595,Female,>50,Yes,8,No
108596,Female,>50,No,6,No
108597,Female,<30,Yes,10,Yes
108598,Male,>50,Yes,8,No
108599,Female,30-50,Yes,15,Yes
108600,Female,<30,Yes,10,No
108601,Male,<30,Yes,9,Yes
108602,Male,30-50,Yes,8,Yes
108603,Female,30-50,Yes,6,Yes
108604,Female,>50,No,2,No
108605,Female,>50,Yes,9,No
108606,Male,<30,Yes,14,No
108607,Female,30-50,Yes,14,Yes
108608,Male,30-50,No,3,No
108609,Male,30-50,Yes,12,No
108610,Female,30-50,No,2,No
108611,Male,30-50,No,1,No
108612,Male,<30,No,5,No
108613,Female,30-50,No,1,Yes
108614,Female,30-50,No,1,No
108615,Male,<30,No,2,No
108616,Female,<30,Yes,7,Yes
108617,Male,30-50,No,3,No
108618,Female,30-50,Yes,10,Yes
108619,Female,30-50,Yes,6,Yes
108620,Female,<30,No,6,Yes
108621,Female,30-50,Yes,12,No
108622,Female,30-50,Yes,13,Yes
108623,Male,<30,No,4,No
108624,Female,30-50,Yes,10,Yes
108625,Female,30-50,Yes,14,Yes
108626,Female,>50,No,7,No
108627,Male,30-50,No,7,No
108628,Male,30-50,No,5,Yes
108629,Female,30-50,No,3,Yes
108630,Male,>50,No,2,No
108631,Female,<30,Yes,10,Yes
108632,Male,<30,No,6,No
108633,Female,<30,Yes,11,Yes
108634,Male,30-50,Yes,9,Yes
108635,Female,30-50,No,3,No
108636,Male,<30,No,7,No
108637,Male,<30,Yes,6,No
108638,Male,<30,Yes,7,No
108639,Female,30-50,Yes,13,No
108640,Female,30-50,Yes,15,Yes
108641,Male,30-50,No,6,No
108642,Male,>50,No,3,No
108643,Male,30-50,Yes,8,Yes
108644,Female,30-50,Yes,12,Yes
108645,Female,30-50,Yes,9,No
108646,Male,>50,Yes,5,No
108647,Male,<30,No,3,No
108648,Female,30-50,Yes,8,Yes
108649,Male,30-50,No,3,No
108650,Female,30-50,No,6,Yes
108651,Female,30-50,Yes,6,Yes
108652,Female,>50,Yes,15,Yes
108653,Female,>50,No,7,No
108654,Female,>50,No,6,No
108655,Male,30-50,Yes,7,Yes
108656,Female,30-50,No,2,No
108657,Female,>50,No,5,No
108658,Male,30-50,No,2,No
108659,Female,>50,No,3,No
108660,Female,<30,Yes,14,Yes
108661,Female,>50,Yes,14,No
108662,Male,30-50,Yes,6,No
108663,Female,30-50,No,5,Yes
108664,Female,>50,Yes,13,No
108665,Female,<30,Yes,7,No
108666,Female,30-50,No,1,No
108667,Female,30-50,Yes,11,No
108668,Male,>50,Yes,13,No
108669,Male,<30,No,5,Yes
108670,Female,>50,Yes,15,Yes
108671,Male,30-50,Yes,15,Yes
108672,Male,<30,Yes,9,Yes
108673,Female,30-50,Yes,6,Yes
108674,Female,>50,Yes,10,Yes
108675,Male,30-50,No,3,No
108676,Female,<30,Yes,6,No
108677,Male,>50,Yes,10,No
108678,Male,<30,Yes,12,No
108679,Male,30-50,Yes,15,Yes
108680,Female,>50,Yes,7,Yes
108681,Female,30-50,Yes,7,No
108682,Male,<30,Yes,11,No
108683,Male,<30,No,5,No
108684,Female,>50,Yes,7,Yes
108685,Female,30-50,Yes,7,Yes
108686,Male,>50,Yes,12,No
108687,Female,30-50,No,1,No
108688,Female,30-50,No,6,No
108689,Female,30-50,Yes,10,Yes
108690,Female,<30,Yes,7,No
108691,Male,30-50,Yes,12,Yes
108692,Female,<30,Yes,5,Yes
108693,Female,<30,Yes,9,Yes
108694,Female,30-50,No,3,No
108695,Female,30-50,Yes,15,Yes
108696,Female,>50,No,6,No
108697,Female,<30,Yes,11,Yes
108698,Male,>50,Yes,8,Yes
108699,Male,<30,No,2,No
108700,Female,>50,No,6,No
108701,Male,30-50,Yes,13,No
108702,Male,30-50,No,5,No
108703,Female,30-50,Yes,9,Yes
108704,Female,30-50,Yes,15,No
108705,Male,>50,Yes,11,Yes
108706,Female,<30,No,6,No
108707,Male,30-50,Yes,6,Yes
108708,Male,30-50,No,6,No
108709,Male,30-50,No,6,No
108710,Female,>50,Yes,6,No
108711,Male,<30,Yes,8,No
108712,Male,>50,No,7,No
108713,Male,30-50,No,3,Yes
108714,Female,30-50,No,4,No
108715,Female,30-50,Yes,14,Yes
108716,Female,30-50,Yes,12,Yes
108717,Female,30-50,No,4,No
108718,Male,<30,Yes,8,No
108719,Female,30-50,No,2,Yes
108720,Male,<30,Yes,11,Yes
108721,Female,>50,No,3,No
108722,Male,30-50,No,2,No
108723,Male,30-50,Yes,11,Yes
108724,Female,<30,No,4,No
108725,Female,<30,No,3,No
108726,Female,>50,Yes,14,No
108727,Female,30-50,Yes,8,Yes
108728,Female,30-50,No,2,No
108729,Male,>50,Yes,10,No
108730,Female,30-50,No,3,No
108731,Female,30-50,No,1,No
108732,Female,30-50,Yes,11,Yes
108733,Female,>50,Yes,8,Yes
108734,Male,<30,No,1,No
108735,Female,30-50,No,7,No
108736,Female,>50,Yes,10,Yes
108737,Female,<30,Yes,12,Yes
108738,Male,30-50,Yes,12,No
108739,Male,30-50,Yes,11,Yes
108740,Female,30-50,No,5,No
108741,Female,>50,No,6,No
108742,Male,>50,Yes,11,No
108743,Female,<30,Yes,6,Yes
108744,Male,<30,No,5,No
108745,Male,30-50,Yes,8,Yes
108746,Female,30-50,No,1,No
108747,Male,>50,No,5,No
108748,Male,30-50,Yes,6,No
108749,Female,>50,No,4,No
108750,Male,<30,Yes,10,Yes
108751,Female,>50,No,5,No
108752,Female,30-50,No,2,Yes
108753,Female,>50,Yes,15,Yes
108754,Female,30-50,Yes,10,Yes
108755,Female,>50,No,7,No
108756,Female,>50,No,3,No
108757,Female,30-50,Yes,5,No
108758,Female,>50,Yes,14,Yes
108759,Male,<30,Yes,13,Yes
108760,Male,<30,Yes,11,No
108761,Male,>50,No,4,No
108762,Female,30-50,Yes,15,No
108763,Female,<30,Yes,8,No
108764,Female,30-50,Yes,11,No
108765,Female,30-50,Yes,6,No
108766,Female,30-50,Yes,10,No
108767,Female,<30,No,3,No
108768,Female,<30,Yes,12,Yes
108769,Male,>50,Yes,9,Yes
108770,Female,30-50,No,3,No
108771,Male,30-50,Yes,11,Yes
108772,Female,30-50,Yes,11,No
108773,Female,<30,Yes,8,No
108774,Female,<30,No,6,No
108775,Male,<30,Yes,15,Yes
108776,Male,30-50,No,6,No
108777,Female,<30,No,2,No
108778,Female,30-50,Yes,10,No
108779,Male,30-50,No,4,No
108780,Male,>50,No,1,No
108781,Male,30-50,No,2,No
108782,Female,<30,No,1,No
108783,Male,30-50,No,2,Yes
108784,Female,<30,Yes,13,No
108785,Female,<30,Yes,8,Yes
108786,Male,30-50,No,7,No
108787,Male,30-50,No,2,No
108788,Female,<30,Yes,6,Yes
108789,Male,>50,No,4,Yes
108790,Female,30-50,Yes,13,Yes
108791,Male,>50,Yes,11,Yes
108792,Female,30-50,No,4,Yes
108793,Female,<30,Yes,7,No
108794,Female,<30,Yes,10,Yes
108795,Female,<30,Yes,15,Yes
108796,Male,<30,Yes,14,No
108797,Male,>50,Yes,8,Yes
108798,Female,<30,Yes,11,Yes
108799,Male,<30,No,7,No
108800,Female,30-50,Yes,10,Yes
108801,Female,30-50,Yes,13,No
108802,Female,30-50,Yes,12,No
108803,Male,30-50,Yes,13,No
108804,Male,30-50,No,1,No
108805,Female,<30,No,6,No
108806,Male,>50,No,6,No
108807,Female,30-50,No,5,Yes
108808,Female,>50,Yes,6,No
108809,Female,>50,Yes,13,No
108810,Male,<30,Yes,5,No
108811,Male,30-50,Yes,11,No
108812,Female,>50,Yes,10,Yes
108813,Male,30-50,No,1,No
108814,Female,30-50,Yes,13,No
108815,Male,30-50,Yes,11,No
108816,Female,30-50,Yes,10,Yes
108817,Female,30-50,No,6,No
108818,Male,30-50,Yes,9,No
108819,Male,30-50,Yes,10,No
108820,Female,<30,No,1,No
108821,Male,>50,No,1,No
108822,Female,>50,Yes,8,No
108823,Female,>50,Yes,13,No
108824,Female,<30,No,1,No
108825,Female,30-50,No,6,Yes
108826,Male,>50,Yes,14,Yes
108827,Female,<30,No,4,No
108828,Female,<30,Yes,7,No
108829,Male,>50,Yes,14,No
108830,Male,>50,Yes,5,No
108831,Male,30-50,Yes,14,Yes
108832,Female,30-50,Yes,5,Yes
108833,Female,<30,No,4,No
108834,Male,<30,Yes,14,No
108835,Male,30-50,Yes,7,No
108836,Male,30-50,Yes,9,Yes
108837,Female,>50,No,4,Yes
108838,Female,30-50,No,4,Yes
108839,Male,30-50,Yes,8,Yes
108840,Male,30-50,No,3,Yes
108841,Female,<30,No,7,No
108842,Male,30-50,Yes,11,Yes
108843,Male,<30,Yes,12,No
108844,Female,>50,Yes,12,Yes
108845,Male,30-50,Yes,10,Yes
108846,Female,>50,No,2,Yes
108847,Male,<30,No,7,No
108848,Female,<30,Yes,5,No
108849,Female,30-50,Yes,5,No
108850,Male,30-50,No,7,No
108851,Female,30-50,Yes,7,Yes
108852,Male,>50,Yes,15,No
108853,Female,30-50,Yes,10,Yes
108854,Female,30-50,Yes,7,No
108855,Male,30-50,No,7,Yes
108856,Female,30-50,Yes,13,Yes
108857,Female,<30,No,1,No
108858,Female,<30,No,3,No
108859,Male,>50,Yes,8,No
108860,Male,30-50,Yes,12,Yes
108861,Female,30-50,Yes,15,No
108862,Female,30-50,No,2,No
108863,Female,<30,Yes,9,No
108864,Female,<30,Yes,8,Yes
108865,Female,30-50,No,3,No
108866,Female,>50,Yes,12,No
108867,Female,30-50,No,4,No
108868,Female,>50,Yes,11,Yes
108869,Female,>50,Yes,14,No
108870,Female,30-50,No,4,Yes
108871,Female,<30,Yes,15,Yes
108872,Female,<30,Yes,7,No
108873,Female,30-50,Yes,10,No
108874,Male,30-50,Yes,9,Yes
108875,Male,>50,Yes,11,No
108876,Female,<30,No,7,Yes
108877,Male,>50,Yes,10,Yes
108878,Male,30-50,No,5,No
108879,Female,30-50,Yes,8,No
108880,Female,<30,Yes,6,No
108881,Male,<30,Yes,10,No
108882,Female,>50,Yes,12,Yes
108883,Female,<30,Yes,9,No
108884,Female,<30,No,2,No
108885,Female,<30,Yes,6,Yes
108886,Male,30-50,Yes,15,Yes
108887,Female,30-50,Yes,6,No
108888,Female,<30,Yes,11,Yes
108889,Male,30-50,No,5,No
108890,Female,<30,Yes,11,No
